feature,importance
customerID_C00001292,0.0
customerID_C00001293,0.0
customerID_C00001295,0.0
customerID_C00001296,0.0
customerID_C00001297,0.0
customerID_C00001298,0.0
customerID_C00001299,0.0
customerID_C00001300,0.0
customerID_C00001301,0.0
customerID_C00001302,0.0
customerID_C00001304,0.0
customerID_C00001305,0.0
customerID_C00001306,0.0
customerID_C00001307,0.0
customerID_C00001308,0.0
customerID_C00001309,0.0
customerID_C00001310,0.0
customerID_C00001311,0.0
customerID_C00001312,0.0
customerID_C00001313,0.0
customerID_C00001314,0.0
customerID_C00001317,0.0
customerID_C00001319,0.0
customerID_C00001322,0.0
customerID_C00001323,0.0
customerID_C00001325,0.0
customerID_C00001326,0.0
customerID_C00001327,0.0
customerID_C00001328,0.0
customerID_C00001329,0.0
customerID_C00001331,0.0
customerID_C00001332,0.0
customerID_C00001333,0.0
customerID_C00001334,0.0
customerID_C00001335,0.0
customerID_C00001336,0.0
customerID_C00001337,0.0
customerID_C00001339,0.0
customerID_C00001340,0.0
customerID_C00001341,0.0
customerID_C00001342,0.0
customerID_C00001343,0.0
customerID_C00001344,0.0
customerID_C00001345,0.0
customerID_C00001346,0.0
customerID_C00001347,0.0
customerID_C00001348,0.0
customerID_C00001349,0.0
customerID_C00001350,0.0
customerID_C00001351,0.0
customerID_C00001352,0.0
customerID_C00001353,0.0
customerID_C00001354,0.0
customerID_C00001356,0.0
customerID_C00001357,0.0
customerID_C00001359,0.0
customerID_C00001361,0.0
customerID_C00001362,0.0
customerID_C00001363,0.0
customerID_C00001364,0.0
customerID_C00001365,0.0
customerID_C00001367,0.0
customerID_C00001369,0.0
customerID_C00001370,0.0
customerID_C00001371,0.0
customerID_C00001372,0.0
customerID_C00001373,0.0
customerID_C00001374,0.0
customerID_C00001375,0.0
customerID_C00001376,0.0
customerID_C00001377,0.0
customerID_C00001378,0.0
customerID_C00001379,0.0
customerID_C00001380,0.0
customerID_C00001381,0.0
customerID_C00001382,0.0
customerID_C00001385,0.0
customerID_C00001386,0.0
customerID_C00001389,0.0
customerID_C00001390,0.0
customerID_C00001394,0.0
customerID_C00001395,0.0
customerID_C00001396,0.0
customerID_C00001397,0.0
customerID_C00001399,0.0
customerID_C00001400,0.0
customerID_C00001401,0.0
customerID_C00001402,0.0
customerID_C00001403,0.0
customerID_C00001404,0.0
customerID_C00001405,0.0
customerID_C00001406,0.0
customerID_C00001409,0.0
customerID_C00001410,0.0
customerID_C00001411,0.0
customerID_C00001412,0.0
customerID_C00001416,0.0
customerID_C00001417,0.0
customerID_C00001418,0.0
customerID_C00001419,0.0
customerID_C00001420,0.0
customerID_C00001421,0.0
customerID_C00001422,0.0
customerID_C00001423,0.0
customerID_C00001424,0.0
customerID_C00001425,0.0
customerID_C00001427,0.0
customerID_C00001428,0.0
customerID_C00001429,0.0
customerID_C00001430,0.0
customerID_C00001431,0.0
customerID_C00001432,0.0
customerID_C00001433,0.0
customerID_C00001434,0.0
customerID_C00001435,0.0
customerID_C00001436,0.0
customerID_C00001437,0.0
customerID_C00001438,0.0
customerID_C00001439,0.0
customerID_C00001440,0.0
customerID_C00001441,0.0
customerID_C00001442,0.0
customerID_C00001443,0.0
customerID_C00001445,0.0
customerID_C00001446,0.0
customerID_C00001447,0.0
customerID_C00001448,0.0
customerID_C00001449,0.0
customerID_C00001450,0.0
customerID_C00001451,0.0
customerID_C00001452,0.0
customerID_C00001453,0.0
customerID_C00001454,0.0
customerID_C00001455,0.0
customerID_C00001456,0.0
customerID_C00001457,0.0
customerID_C00001458,0.0
customerID_C00001459,0.0
customerID_C00001461,0.0
customerID_C00001463,0.0
customerID_C00001465,0.0
customerID_C00001466,0.0
customerID_C00001467,0.0
customerID_C00001468,0.0
customerID_C00001469,0.0
customerID_C00001470,0.0
customerID_C00001471,0.0
customerID_C00001472,0.0
customerID_C00001473,0.0
customerID_C00001474,0.0
customerID_C00001475,0.0
customerID_C00001476,0.0
customerID_C00001477,0.0
customerID_C00001478,0.0
customerID_C00001479,0.0
customerID_C00001480,0.0
customerID_C00001481,0.0
customerID_C00001482,0.0
customerID_C00001484,0.0
customerID_C00001485,0.0
customerID_C00001487,0.0
customerID_C00001488,0.0
customerID_C00001490,0.0
customerID_C00001492,0.0
customerID_C00001493,0.0
customerID_C00001494,0.0
customerID_C00001496,0.0
customerID_C00001497,0.0
customerID_C00001499,0.0
customerID_C00001501,0.0
customerID_C00001502,0.0
customerID_C00001503,0.0
customerID_C00001504,0.0
customerID_C00001505,0.0
customerID_C00001509,0.0
customerID_C00001510,0.0
customerID_C00001511,0.0
customerID_C00001512,0.0
customerID_C00001513,0.0
customerID_C00001514,0.0
customerID_C00001515,0.0
customerID_C00001516,0.0
customerID_C00001518,0.0
customerID_C00001519,0.0
customerID_C00001520,0.0
customerID_C00001521,0.0
customerID_C00001523,0.0
customerID_C00001524,0.0
customerID_C00001525,0.0
customerID_C00001526,0.0
customerID_C00001529,0.0
customerID_C00001530,0.0
customerID_C00001532,0.0
customerID_C00001533,0.0
customerID_C00001534,0.0
customerID_C00001535,0.0
customerID_C00001536,0.0
customerID_C00001537,0.0
customerID_C00001538,0.0
customerID_C00001539,0.0
customerID_C00001541,0.0
customerID_C00001542,0.0
customerID_C00001543,0.0
customerID_C00001544,0.0
customerID_C00001545,0.0
customerID_C00001546,0.0
customerID_C00001547,0.0
customerID_C00001548,0.0
customerID_C00001549,0.0
customerID_C00001551,0.0
customerID_C00001552,0.0
customerID_C00001553,0.0
customerID_C00001554,0.0
customerID_C00001555,0.0
customerID_C00001556,0.0
customerID_C00001557,0.0
customerID_C00001558,0.0
customerID_C00001560,0.0
customerID_C00001561,0.0
customerID_C00001562,0.0
customerID_C00001563,0.0
customerID_C00001565,0.0
customerID_C00001566,0.0
customerID_C00001567,0.0
customerID_C00001568,0.0
customerID_C00001569,0.0
customerID_C00001570,0.0
customerID_C00001571,0.0
customerID_C00001573,0.0
customerID_C00001574,0.0
customerID_C00001576,0.0
customerID_C00001577,0.0
customerID_C00001578,0.0
customerID_C00001579,0.0
customerID_C00001580,0.0
customerID_C00001581,0.0
customerID_C00001582,0.0
customerID_C00001583,0.0
customerID_C00001584,0.0
customerID_C00001586,0.0
customerID_C00001587,0.0
customerID_C00001589,0.0
customerID_C00001590,0.0
customerID_C00001592,0.0
customerID_C00001595,0.0
customerID_C00001596,0.0
customerID_C00001598,0.0
customerID_C00001599,0.0
customerID_C00001600,0.0
customerID_C00001601,0.0
customerID_C00001602,0.0
customerID_C00001603,0.0
customerID_C00001604,0.0
customerID_C00001605,0.0
customerID_C00001606,0.0
customerID_C00001607,0.0
customerID_C00001608,0.0
customerID_C00001609,0.0
customerID_C00001610,0.0
customerID_C00001611,0.0
customerID_C00001612,0.0
customerID_C00001613,0.0
customerID_C00001614,0.0
customerID_C00001615,0.0
customerID_C00001616,0.0
customerID_C00001617,0.0
customerID_C00001618,0.0
customerID_C00001620,0.0
customerID_C00001621,0.0
customerID_C00001622,0.0
customerID_C00001623,0.0
customerID_C00001624,0.0
customerID_C00001625,0.0
customerID_C00001627,0.0
customerID_C00001628,0.0
customerID_C00001630,0.0
customerID_C00001631,0.0
customerID_C00001632,0.0
customerID_C00001633,0.0
customerID_C00001635,0.0
customerID_C00001636,0.0
customerID_C00001637,0.0
customerID_C00001640,0.0
customerID_C00001641,0.0
customerID_C00001643,0.0
customerID_C00001645,0.0
customerID_C00001647,0.0
customerID_C00001648,0.0
customerID_C00001649,0.0
customerID_C00001650,0.0
customerID_C00001651,0.0
customerID_C00001652,0.0
customerID_C00001653,0.0
customerID_C00001654,0.0
customerID_C00001655,0.0
customerID_C00001656,0.0
customerID_C00001657,0.0
customerID_C00001658,0.0
customerID_C00001659,0.0
customerID_C00001660,0.0
customerID_C00001661,0.0
customerID_C00001663,0.0
customerID_C00001664,0.0
customerID_C00001665,0.0
customerID_C00001666,0.0
customerID_C00001667,0.0
customerID_C00001668,0.0
customerID_C00001669,0.0
customerID_C00001670,0.0
customerID_C00001674,0.0
customerID_C00001675,0.0
customerID_C00001676,0.0
customerID_C00001677,0.0
customerID_C00001678,0.0
customerID_C00001680,0.0
customerID_C00001681,0.0
customerID_C00001684,0.0
customerID_C00001685,0.0
customerID_C00001686,0.0
customerID_C00001687,0.0
customerID_C00001688,0.0
customerID_C00001689,0.0
customerID_C00001690,0.0
customerID_C00001691,0.0
customerID_C00001692,0.0
customerID_C00001694,0.0
customerID_C00001695,0.0
customerID_C00001696,0.0
customerID_C00001697,0.0
customerID_C00001699,0.0
customerID_C00001700,0.0
customerID_C00001701,0.0
customerID_C00001702,0.0
customerID_C00001704,0.0
customerID_C00001705,0.0
customerID_C00001706,0.0
customerID_C00001707,0.0
customerID_C00001708,0.0
customerID_C00001710,0.0
customerID_C00001711,0.0
customerID_C00001712,0.0
customerID_C00001715,0.0
customerID_C00001716,0.0
customerID_C00001717,0.0
customerID_C00001718,0.0
customerID_C00001719,0.0
customerID_C00001720,0.0
customerID_C00001723,0.0
customerID_C00001725,0.0
customerID_C00001727,0.0
customerID_C00001728,0.0
customerID_C00001729,0.0
customerID_C00001730,0.0
customerID_C00001732,0.0
customerID_C00001733,0.0
customerID_C00001734,0.0
customerID_C00001735,0.0
customerID_C00001736,0.0
customerID_C00001737,0.0
customerID_C00001738,0.0
customerID_C00001740,0.0
customerID_C00001741,0.0
customerID_C00001742,0.0
customerID_C00001743,0.0
customerID_C00001746,0.0
customerID_C00001749,0.0
customerID_C00001750,0.0
customerID_C00001751,0.0
customerID_C00001752,0.0
customerID_C00001753,0.0
customerID_C00001754,0.0
customerID_C00001755,0.0
customerID_C00001756,0.0
customerID_C00001757,0.0
customerID_C00001758,0.0
customerID_C00001759,0.0
customerID_C00001760,0.0
customerID_C00001761,0.0
customerID_C00001763,0.0
customerID_C00001765,0.0
customerID_C00001766,0.0
customerID_C00001767,0.0
customerID_C00001768,0.0
customerID_C00001769,0.0
customerID_C00001770,0.0
customerID_C00001772,0.0
customerID_C00001773,0.0
customerID_C00001775,0.0
customerID_C00001776,0.0
customerID_C00001777,0.0
customerID_C00001779,0.0
customerID_C00001780,0.0
customerID_C00001781,0.0
customerID_C00001782,0.0
customerID_C00001784,0.0
customerID_C00001785,0.0
customerID_C00001786,0.0
customerID_C00001787,0.0
customerID_C00001788,0.0
customerID_C00001789,0.0
customerID_C00001790,0.0
customerID_C00001792,0.0
customerID_C00001793,0.0
customerID_C00001795,0.0
customerID_C00001796,0.0
customerID_C00001797,0.0
customerID_C00001799,0.0
customerID_C00001800,0.0
customerID_C00001801,0.0
customerID_C00001802,0.0
customerID_C00001803,0.0
customerID_C00001804,0.0
customerID_C00001805,0.0
customerID_C00001806,0.0
customerID_C00001807,0.0
customerID_C00001808,0.0
customerID_C00001809,0.0
customerID_C00001810,0.0
customerID_C00001811,0.0
customerID_C00001812,0.0
customerID_C00001813,0.0
customerID_C00001814,0.0
customerID_C00001817,0.0
customerID_C00001818,0.0
customerID_C00001821,0.0
customerID_C00001822,0.0
customerID_C00001823,0.0
customerID_C00001824,0.0
customerID_C00001825,0.0
customerID_C00001826,0.0
customerID_C00001827,0.0
customerID_C00001828,0.0
customerID_C00001829,0.0
customerID_C00001830,0.0
customerID_C00001831,0.0
customerID_C00001833,0.0
customerID_C00001834,0.0
customerID_C00001835,0.0
customerID_C00001836,0.0
customerID_C00001837,0.0
customerID_C00001838,0.0
customerID_C00001839,0.0
customerID_C00001840,0.0
customerID_C00001841,0.0
customerID_C00001842,0.0
customerID_C00001843,0.0
customerID_C00001844,0.0
customerID_C00001845,0.0
customerID_C00001846,0.0
customerID_C00001847,0.0
customerID_C00001848,0.0
customerID_C00001852,0.0
customerID_C00001853,0.0
customerID_C00001855,0.0
customerID_C00001856,0.0
customerID_C00001857,0.0
customerID_C00001858,0.0
customerID_C00001859,0.0
customerID_C00001860,0.0
customerID_C00001861,0.0
customerID_C00001862,0.0
customerID_C00001863,0.0
customerID_C00001864,0.0
customerID_C00001866,0.0
customerID_C00001867,0.0
customerID_C00001868,0.0
customerID_C00001869,0.0
customerID_C00001870,0.0
customerID_C00001871,0.0
customerID_C00001872,0.0
customerID_C00001873,0.0
customerID_C00001874,0.0
customerID_C00001875,0.0
customerID_C00001876,0.0
customerID_C00001877,0.0
customerID_C00001878,0.0
customerID_C00001879,0.0
customerID_C00001880,0.0
customerID_C00001881,0.0
customerID_C00001882,0.0
customerID_C00001883,0.0
customerID_C00001884,0.0
customerID_C00001885,0.0
customerID_C00001886,0.0
customerID_C00001887,0.0
customerID_C00001888,0.0
customerID_C00001889,0.0
customerID_C00001890,0.0
customerID_C00001891,0.0
customerID_C00001892,0.0
customerID_C00001893,0.0
customerID_C00001894,0.0
customerID_C00001895,0.0
customerID_C00001896,0.0
customerID_C00001897,0.0
customerID_C00001898,0.0
customerID_C00001899,0.0
customerID_C00001900,0.0
customerID_C00001901,0.0
customerID_C00001902,0.0
customerID_C00001903,0.0
customerID_C00001905,0.0
customerID_C00001906,0.0
customerID_C00001907,0.0
customerID_C00001908,0.0
customerID_C00001909,0.0
customerID_C00001910,0.0
customerID_C00001911,0.0
customerID_C00001912,0.0
customerID_C00001913,0.0
customerID_C00001914,0.0
customerID_C00001915,0.0
customerID_C00001917,0.0
customerID_C00001918,0.0
customerID_C00001919,0.0
customerID_C00001920,0.0
customerID_C00001922,0.0
customerID_C00001923,0.0
customerID_C00001924,0.0
customerID_C00001925,0.0
customerID_C00001926,0.0
customerID_C00001927,0.0
customerID_C00001928,0.0
customerID_C00001929,0.0
customerID_C00001930,0.0
customerID_C00001932,0.0
customerID_C00001933,0.0
customerID_C00001934,0.0
customerID_C00001935,0.0
customerID_C00001937,0.0
customerID_C00001938,0.0
customerID_C00001939,0.0
customerID_C00001940,0.0
customerID_C00001941,0.0
customerID_C00001943,0.0
customerID_C00001944,0.0
customerID_C00001946,0.0
customerID_C00001947,0.0
customerID_C00001949,0.0
customerID_C00001950,0.0
customerID_C00001951,0.0
customerID_C00001954,0.0
customerID_C00001955,0.0
customerID_C00001956,0.0
customerID_C00001957,0.0
customerID_C00001958,0.0
customerID_C00001959,0.0
customerID_C00001960,0.0
customerID_C00001962,0.0
customerID_C00001963,0.0
customerID_C00001964,0.0
customerID_C00001965,0.0
customerID_C00001966,0.0
customerID_C00001967,0.0
customerID_C00001969,0.0
customerID_C00001971,0.0
customerID_C00001972,0.0
customerID_C00001973,0.0
customerID_C00001974,0.0
customerID_C00001975,0.0
customerID_C00001977,0.0
customerID_C00001978,0.0
customerID_C00001980,0.0
customerID_C00001981,0.0
customerID_C00001982,0.0
customerID_C00001983,0.0
customerID_C00001984,0.0
customerID_C00001986,0.0
customerID_C00001987,0.0
customerID_C00001988,0.0
customerID_C00001989,0.0
customerID_C00001990,0.0
customerID_C00001991,0.0
customerID_C00001992,0.0
customerID_C00001993,0.0
customerID_C00001994,0.0
customerID_C00001995,0.0
customerID_C00001997,0.0
customerID_C00001998,0.0
customerID_C00001999,0.0
customerID_C00002000,0.0
customerID_C00002002,0.0
customerID_C00002003,0.0
customerID_C00002004,0.0
customerID_C00002005,0.0
customerID_C00002006,0.0
customerID_C00002007,0.0
customerID_C00002008,0.0
customerID_C00002012,0.0
customerID_C00002013,0.0
customerID_C00002016,0.0
customerID_C00002017,0.0
customerID_C00002018,0.0
customerID_C00002019,0.0
customerID_C00002020,0.0
customerID_C00002021,0.0
customerID_C00002022,0.0
customerID_C00002023,0.0
customerID_C00002024,0.0
customerID_C00002025,0.0
customerID_C00002026,0.0
customerID_C00002027,0.0
customerID_C00002029,0.0
customerID_C00002031,0.0
customerID_C00002032,0.0
customerID_C00002033,0.0
customerID_C00002034,0.0
customerID_C00002035,0.0
customerID_C00002036,0.0
customerID_C00002037,0.0
customerID_C00002038,0.0
customerID_C00002039,0.0
customerID_C00002040,0.0
customerID_C00002041,0.0
customerID_C00002042,0.0
customerID_C00002043,0.0
customerID_C00002044,0.0
customerID_C00002046,0.0
customerID_C00002048,0.0
customerID_C00002049,0.0
customerID_C00002050,0.0
customerID_C00002051,0.0
customerID_C00002052,0.0
customerID_C00002053,0.0
customerID_C00002054,0.0
customerID_C00002055,0.0
customerID_C00002056,0.0
customerID_C00002057,0.0
customerID_C00002058,0.0
customerID_C00002061,0.0
customerID_C00002064,0.0
customerID_C00002067,0.0
customerID_C00002068,0.0
customerID_C00002069,0.0
customerID_C00002070,0.0
customerID_C00002071,0.0
customerID_C00002072,0.0
customerID_C00002074,0.0
customerID_C00002075,0.0
customerID_C00002076,0.0
customerID_C00002078,0.0
customerID_C00002079,0.0
customerID_C00002080,0.0
customerID_C00002081,0.0
customerID_C00002082,0.0
customerID_C00002083,0.0
customerID_C00002084,0.0
customerID_C00002085,0.0
customerID_C00002086,0.0
customerID_C00002087,0.0
customerID_C00002088,0.0
customerID_C00002090,0.0
customerID_C00002091,0.0
customerID_C00002093,0.0
customerID_C00002094,0.0
customerID_C00002095,0.0
customerID_C00002096,0.0
customerID_C00002100,0.0
customerID_C00002101,0.0
customerID_C00002102,0.0
customerID_C00002103,0.0
customerID_C00002104,0.0
customerID_C00002105,0.0
customerID_C00002106,0.0
customerID_C00002107,0.0
customerID_C00002109,0.0
customerID_C00002110,0.0
customerID_C00002111,0.0
customerID_C00002112,0.0
customerID_C00002113,0.0
customerID_C00002114,0.0
customerID_C00002115,0.0
customerID_C00002116,0.0
customerID_C00002119,0.0
customerID_C00002120,0.0
customerID_C00002121,0.0
customerID_C00002122,0.0
customerID_C00002123,0.0
customerID_C00002124,0.0
customerID_C00002125,0.0
customerID_C00002126,0.0
customerID_C00002128,0.0
customerID_C00002129,0.0
customerID_C00002131,0.0
customerID_C00002132,0.0
customerID_C00002133,0.0
customerID_C00002134,0.0
customerID_C00002135,0.0
customerID_C00002137,0.0
customerID_C00002140,0.0
customerID_C00002141,0.0
customerID_C00002142,0.0
customerID_C00002145,0.0
customerID_C00002146,0.0
customerID_C00002148,0.0
customerID_C00002149,0.0
customerID_C00002150,0.0
customerID_C00002151,0.0
customerID_C00002153,0.0
customerID_C00002154,0.0
customerID_C00002157,0.0
customerID_C00002158,0.0
customerID_C00002160,0.0
customerID_C00002161,0.0
customerID_C00002162,0.0
customerID_C00002163,0.0
customerID_C00002164,0.0
customerID_C00002165,0.0
customerID_C00002166,0.0
customerID_C00002167,0.0
customerID_C00002168,0.0
customerID_C00002169,0.0
customerID_C00002170,0.0
customerID_C00002171,0.0
customerID_C00002172,0.0
customerID_C00002173,0.0
customerID_C00002174,0.0
customerID_C00002176,0.0
customerID_C00002178,0.0
customerID_C00002179,0.0
customerID_C00002180,0.0
customerID_C00002181,0.0
customerID_C00002182,0.0
customerID_C00002184,0.0
customerID_C00002185,0.0
customerID_C00002186,0.0
customerID_C00002187,0.0
customerID_C00002189,0.0
customerID_C00002190,0.0
customerID_C00002191,0.0
customerID_C00002192,0.0
customerID_C00002193,0.0
customerID_C00002194,0.0
customerID_C00002198,0.0
customerID_C00002200,0.0
customerID_C00002202,0.0
customerID_C00002204,0.0
customerID_C00002207,0.0
customerID_C00002209,0.0
customerID_C00002210,0.0
customerID_C00002211,0.0
customerID_C00002213,0.0
customerID_C00002215,0.0
customerID_C00002216,0.0
customerID_C00002218,0.0
customerID_C00002220,0.0
customerID_C00002221,0.0
customerID_C00002222,0.0
customerID_C00002223,0.0
customerID_C00002224,0.0
customerID_C00002225,0.0
customerID_C00002226,0.0
customerID_C00002227,0.0
customerID_C00002228,0.0
customerID_C00002229,0.0
customerID_C00002230,0.0
customerID_C00002232,0.0
customerID_C00002234,0.0
customerID_C00002235,0.0
customerID_C00002236,0.0
customerID_C00002237,0.0
customerID_C00002238,0.0
customerID_C00002239,0.0
customerID_C00002240,0.0
customerID_C00002241,0.0
customerID_C00002243,0.0
customerID_C00002244,0.0
customerID_C00002246,0.0
customerID_C00002247,0.0
customerID_C00002248,0.0
customerID_C00002249,0.0
customerID_C00002252,0.0
customerID_C00002253,0.0
customerID_C00002254,0.0
customerID_C00002255,0.0
customerID_C00002258,0.0
customerID_C00002259,0.0
customerID_C00002261,0.0
customerID_C00002262,0.0
customerID_C00002263,0.0
customerID_C00002264,0.0
customerID_C00002265,0.0
customerID_C00002266,0.0
customerID_C00002267,0.0
customerID_C00002268,0.0
customerID_C00002269,0.0
customerID_C00002270,0.0
customerID_C00002273,0.0
customerID_C00002274,0.0
customerID_C00002275,0.0
customerID_C00002276,0.0
customerID_C00002277,0.0
customerID_C00002278,0.0
customerID_C00002279,0.0
customerID_C00002280,0.0
customerID_C00002281,0.0
customerID_C00002282,0.0
customerID_C00002283,0.0
customerID_C00002284,0.0
customerID_C00002285,0.0
customerID_C00002286,0.0
customerID_C00002287,0.0
customerID_C00002288,0.0
customerID_C00002289,0.0
customerID_C00002290,0.0
customerID_C00002291,0.0
customerID_C00002292,0.0
customerID_C00002293,0.0
customerID_C00002294,0.0
customerID_C00002295,0.0
customerID_C00002297,0.0
customerID_C00002298,0.0
customerID_C00002299,0.0
customerID_C00002300,0.0
customerID_C00002302,0.0
customerID_C00002304,0.0
customerID_C00002305,0.0
customerID_C00002306,0.0
customerID_C00002308,0.0
customerID_C00002309,0.0
customerID_C00002310,0.0
customerID_C00002311,0.0
customerID_C00002312,0.0
customerID_C00002313,0.0
customerID_C00002314,0.0
customerID_C00002315,0.0
customerID_C00002316,0.0
customerID_C00002317,0.0
customerID_C00002318,0.0
customerID_C00002319,0.0
customerID_C00002320,0.0
customerID_C00002321,0.0
customerID_C00002322,0.0
customerID_C00002323,0.0
customerID_C00002324,0.0
customerID_C00002325,0.0
customerID_C00002326,0.0
customerID_C00002327,0.0
customerID_C00002328,0.0
customerID_C00002329,0.0
customerID_C00002330,0.0
customerID_C00002331,0.0
customerID_C00002332,0.0
customerID_C00002333,0.0
customerID_C00002334,0.0
customerID_C00002335,0.0
customerID_C00002336,0.0
customerID_C00002337,0.0
customerID_C00002338,0.0
customerID_C00002339,0.0
customerID_C00002340,0.0
customerID_C00002341,0.0
customerID_C00002342,0.0
customerID_C00002344,0.0
customerID_C00002345,0.0
customerID_C00002346,0.0
customerID_C00002347,0.0
customerID_C00002349,0.0
customerID_C00002352,0.0
customerID_C00002353,0.0
customerID_C00002354,0.0
customerID_C00002355,0.0
customerID_C00002356,0.0
customerID_C00002357,0.0
customerID_C00002358,0.0
customerID_C00002359,0.0
customerID_C00002360,0.0
customerID_C00002362,0.0
customerID_C00002363,0.0
customerID_C00002364,0.0
customerID_C00002367,0.0
customerID_C00002368,0.0
customerID_C00002369,0.0
customerID_C00002370,0.0
customerID_C00002372,0.0
customerID_C00002373,0.0
customerID_C00002374,0.0
customerID_C00002375,0.0
customerID_C00002376,0.0
customerID_C00002378,0.0
customerID_C00002379,0.0
customerID_C00002380,0.0
customerID_C00002381,0.0
customerID_C00002383,0.0
customerID_C00002384,0.0
customerID_C00002385,0.0
customerID_C00002388,0.0
customerID_C00002389,0.0
customerID_C00002390,0.0
customerID_C00002393,0.0
customerID_C00002394,0.0
customerID_C00002395,0.0
customerID_C00002396,0.0
customerID_C00002397,0.0
customerID_C00002398,0.0
customerID_C00002399,0.0
customerID_C00002401,0.0
customerID_C00002402,0.0
customerID_C00002403,0.0
customerID_C00002404,0.0
customerID_C00002406,0.0
customerID_C00002407,0.0
customerID_C00002409,0.0
customerID_C00002410,0.0
customerID_C00002411,0.0
customerID_C00002414,0.0
customerID_C00002415,0.0
customerID_C00002416,0.0
customerID_C00002417,0.0
customerID_C00002419,0.0
customerID_C00002420,0.0
customerID_C00002421,0.0
customerID_C00002422,0.0
customerID_C00002423,0.0
customerID_C00002424,0.0
customerID_C00002427,0.0
customerID_C00002428,0.0
customerID_C00002430,0.0
customerID_C00002434,0.0
customerID_C00002435,0.0
customerID_C00002436,0.0
customerID_C00002437,0.0
customerID_C00002438,0.0
customerID_C00002441,0.0
customerID_C00002443,0.0
customerID_C00002444,0.0
customerID_C00002446,0.0
customerID_C00002447,0.0
customerID_C00002448,0.0
customerID_C00002449,0.0
customerID_C00002450,0.0
customerID_C00002451,0.0
customerID_C00002453,0.0
customerID_C00002454,0.0
customerID_C00002455,0.0
customerID_C00002456,0.0
customerID_C00002457,0.0
customerID_C00002459,0.0
customerID_C00002460,0.0
customerID_C00002461,0.0
customerID_C00002462,0.0
customerID_C00002463,0.0
customerID_C00002464,0.0
customerID_C00002465,0.0
customerID_C00002466,0.0
customerID_C00002467,0.0
customerID_C00002468,0.0
customerID_C00002469,0.0
customerID_C00002470,0.0
customerID_C00002471,0.0
customerID_C00002472,0.0
customerID_C00002473,0.0
customerID_C00002474,0.0
customerID_C00002476,0.0
customerID_C00002477,0.0
customerID_C00002478,0.0
customerID_C00002479,0.0
customerID_C00002480,0.0
customerID_C00002483,0.0
customerID_C00002484,0.0
customerID_C00002485,0.0
customerID_C00002487,0.0
customerID_C00002489,0.0
customerID_C00002490,0.0
customerID_C00002492,0.0
customerID_C00002493,0.0
customerID_C00002494,0.0
customerID_C00002496,0.0
customerID_C00002497,0.0
customerID_C00002498,0.0
customerID_C00002499,0.0
customerID_C00002501,0.0
customerID_C00002503,0.0
customerID_C00002504,0.0
customerID_C00002505,0.0
customerID_C00002506,0.0
customerID_C00002507,0.0
customerID_C00002508,0.0
customerID_C00002509,0.0
customerID_C00002510,0.0
customerID_C00002511,0.0
customerID_C00002512,0.0
customerID_C00002513,0.0
customerID_C00002515,0.0
customerID_C00002516,0.0
customerID_C00002517,0.0
customerID_C00002519,0.0
customerID_C00002521,0.0
customerID_C00002522,0.0
customerID_C00002523,0.0
customerID_C00002524,0.0
customerID_C00002525,0.0
customerID_C00002526,0.0
customerID_C00002527,0.0
customerID_C00002528,0.0
customerID_C00002529,0.0
customerID_C00002530,0.0
customerID_C00002531,0.0
customerID_C00002532,0.0
customerID_C00002534,0.0
customerID_C00002536,0.0
customerID_C00002537,0.0
customerID_C00002538,0.0
customerID_C00002539,0.0
customerID_C00002540,0.0
customerID_C00002541,0.0
customerID_C00002542,0.0
customerID_C00002543,0.0
customerID_C00002545,0.0
customerID_C00002546,0.0
customerID_C00002547,0.0
customerID_C00002548,0.0
customerID_C00002549,0.0
customerID_C00002550,0.0
customerID_C00002553,0.0
customerID_C00002554,0.0
customerID_C00002555,0.0
customerID_C00002556,0.0
customerID_C00002557,0.0
customerID_C00002558,0.0
customerID_C00002559,0.0
customerID_C00002560,0.0
customerID_C00002561,0.0
customerID_C00002563,0.0
customerID_C00002564,0.0
customerID_C00002565,0.0
customerID_C00002566,0.0
customerID_C00002568,0.0
customerID_C00002569,0.0
customerID_C00002572,0.0
customerID_C00002573,0.0
customerID_C00002574,0.0
customerID_C00002575,0.0
customerID_C00002576,0.0
customerID_C00002577,0.0
customerID_C00002578,0.0
customerID_C00002580,0.0
customerID_C00002581,0.0
customerID_C00002583,0.0
customerID_C00002586,0.0
customerID_C00002587,0.0
customerID_C00002588,0.0
customerID_C00002590,0.0
customerID_C00002591,0.0
customerID_C00002593,0.0
customerID_C00002594,0.0
customerID_C00002597,0.0
customerID_C00002598,0.0
customerID_C00002599,0.0
customerID_C00002600,0.0
customerID_C00002601,0.0
customerID_C00002602,0.0
customerID_C00002605,0.0
customerID_C00002607,0.0
customerID_C00002609,0.0
customerID_C00002610,0.0
customerID_C00002611,0.0
customerID_C00002614,0.0
customerID_C00002615,0.0
customerID_C00002616,0.0
customerID_C00002617,0.0
customerID_C00002619,0.0
customerID_C00002620,0.0
customerID_C00002624,0.0
customerID_C00002626,0.0
customerID_C00002627,0.0
customerID_C00002628,0.0
customerID_C00002629,0.0
customerID_C00002630,0.0
customerID_C00002631,0.0
customerID_C00002632,0.0
customerID_C00002633,0.0
customerID_C00002634,0.0
customerID_C00002635,0.0
customerID_C00002636,0.0
customerID_C00002637,0.0
