customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00001920,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.85,3781.23,Yes
C00001921,Female,1,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,40.92,2021.37,No
C00001922,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.73,1198.11,No
C00001923,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),69.45,3683.73,No
C00001924,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.93,3110.71,No
C00001925,Male,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,48.49,942.08,No
C00001926,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),57.21,3018.82,No
C00001927,Female,0,No,No,26,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),85.96,2130.78,No
C00001928,Female,1,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),47.1,2825.97,No
C00001929,Male,0,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.59,2178.82,No
C00001930,Female,0,No,Yes,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.32,2604.48,No
C00001931,Male,0,No,Yes,43,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,30.63,766.71,No
C00001932,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,46.44,1326.4,No
C00001933,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,18.0,-40.55,No
C00001934,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.29,157.1,No
C00001935,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),60.97,416.52,No
C00001936,Male,0,No,Yes,14,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.92,1085.07,Yes
C00001937,Female,1,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.65,4477.77,Yes
C00001938,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,98.76,-94.33,Yes
C00001939,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,49.84,Yes
C00001940,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,22.06,1080.81,No
C00001941,Female,0,No,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,78.19,4241.95,No
C00001942,Male,0,Yes,No,52,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,116.51,6024.04,Yes
C00001943,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),105.08,7140.77,No
C00001944,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.66,3549.02,Yes
C00001945,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,75.01,2887.31,No
C00001946,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),104.13,4656.55,No
C00001947,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,121.83,1421.12,No
C00001948,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),93.64,3372.04,No
C00001949,Male,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,97.62,5224.22,No
C00001950,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.1,2174.28,No
C00001951,Male,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.8,1410.58,Yes
C00001952,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,72.45,4772.27,No
C00001953,Female,1,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.29,1500.16,Yes
C00001954,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),104.89,2358.38,No
C00001955,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.37,2433.36,Yes
C00001956,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.23,4193.37,Yes
C00001957,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,125.37,593.45,No
C00001958,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.34,4045.96,No
C00001959,Female,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.95,2505.23,No
C00001960,Female,1,Yes,No,46,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,40.46,1684.54,No
C00001961,Male,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.07,1194.67,Yes
C00001962,Female,1,No,No,31,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,136.33,4153.15,Yes
C00001963,Male,1,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.95,2337.44,Yes
C00001964,Male,1,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,64.87,2756.5,No
C00001965,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),107.39,4334.82,No
C00001966,Female,0,Yes,Yes,51,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),85.67,4230.05,No
C00001967,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),150.0,1606.52,Yes
C00001968,Male,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),78.19,1460.03,No
C00001969,Female,0,No,Yes,10,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),135.96,1373.39,No
C00001970,Female,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.16,2143.37,No
C00001971,Female,0,Yes,Yes,42,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),18.0,780.58,No
C00001972,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.37,2308.47,No
C00001973,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.51,1838.81,Yes
C00001974,Male,0,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.2,1796.0,No
C00001975,Male,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,85.34,1558.02,No
C00001976,Female,0,No,Yes,28,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,88.34,2229.42,No
C00001977,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.86,937.25,No
C00001978,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.86,5004.11,No
C00001979,Female,0,No,Yes,61,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.99,4741.85,Yes
C00001980,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),77.88,5450.99,No
C00001981,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.12,245.39,Yes
C00001982,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,70.78,1059.14,No
C00001983,Male,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.56,4148.3,No
C00001984,Female,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),115.9,471.73,No
C00001985,Male,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.71,935.31,Yes
C00001986,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.39,186.74,No
C00001987,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),146.22,7814.19,No
C00001988,Male,0,No,Yes,33,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,91.73,2885.14,No
C00001989,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),63.68,2376.98,No
C00001990,Female,0,No,No,68,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,63.71,4164.66,No
C00001991,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,135.13,8472.4,No
C00001992,Female,0,No,Yes,21,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.14,1640.79,No
C00001993,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,67.81,595.99,No
C00001994,Female,0,No,No,67,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.88,3968.61,No
C00001995,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,37.58,162.12,Yes
C00001996,Female,1,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,67.67,4447.79,No
C00001997,Male,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.41,3513.23,No
C00001998,Female,0,Yes,Yes,28,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.98,1054.71,No
C00001999,Female,0,No,No,11,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.5,971.07,No
C00002000,Female,0,No,No,51,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.01,3133.38,No
C00002001,Female,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),45.06,2484.35,Yes
C00002002,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.09,312.41,No
C00002003,Male,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.21,-35.1,No
C00002004,Male,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),103.24,5699.4,No
C00002005,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.76,3713.55,No
C00002006,Female,0,No,No,63,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.59,5609.16,Yes
C00002007,Male,1,No,Yes,67,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,21.56,1500.67,No
C00002008,Female,0,No,No,11,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,80.19,837.7,No
C00002009,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),97.76,4625.47,No
C00002010,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,53.98,1408.45,No
C00002011,Female,0,Yes,No,9,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,115.61,1157.41,No
C00002012,Female,1,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),84.19,5919.09,No
C00002013,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,77.07,878.23,Yes
C00002014,Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),45.11,1881.08,Yes
C00002015,Male,0,Yes,No,29,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,25.23,745.94,No
C00002016,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.64,4598.02,No
C00002017,Female,0,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,28.0,365.46,No
C00002018,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),98.85,4908.87,Yes
C00002019,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,62.95,1127.29,No
C00002020,Male,1,No,Yes,61,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,28.3,1540.56,No
C00002021,Female,0,Yes,No,21,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,30.5,300.46,Yes
C00002022,Female,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,129.32,6770.54,No
C00002023,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.09,963.3,Yes
C00002024,Female,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),53.28,2550.16,No
C00002025,Female,0,No,No,21,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.51,1407.88,Yes
C00002026,Male,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),96.36,3935.28,No
C00002027,Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,75.06,3620.5,No
C00002028,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,67.91,4213.04,No
C00002029,Male,1,Yes,No,44,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),102.28,4655.99,No
C00002030,Male,0,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.38,398.49,No
C00002031,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),134.57,8599.59,No
C00002032,Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),61.03,2252.18,No
C00002033,Female,1,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,18.0,49.97,No
C00002034,Male,0,No,No,44,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,804.3,No
C00002035,Female,0,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,54.68,2395.69,No
C00002036,Male,0,No,No,35,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),18.0,831.85,No
C00002037,Male,1,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,85.05,1384.78,Yes
C00002038,Female,1,No,No,40,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.2,3720.07,No
C00002039,Male,0,Yes,No,29,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,92.72,2840.51,No
C00002040,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,41.91,2034.21,No
C00002041,Female,0,Yes,No,19,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,46.12,817.7,No
C00002042,Female,0,No,No,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,82.0,2904.11,No
C00002043,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.83,2731.31,Yes
C00002044,Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,85.84,3868.67,No
C00002045,Male,1,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,88.35,200.47,No
C00002046,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.85,3948.43,No
C00002047,Male,0,Yes,No,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.59,3025.27,Yes
C00002048,Female,0,Yes,No,58,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),39.79,2484.13,No
C00002049,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,86.37,3717.2,No
C00002050,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.08,-197.4,No
C00002051,Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,22.99,1510.06,No
C00002052,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,115.27,-93.96,No
C00002053,Male,1,No,No,49,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.62,1248.54,No
C00002054,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,-111.98,No
C00002055,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),71.26,920.18,No
C00002056,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.16,6428.28,No
C00002057,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,393.36,No
C00002058,Female,0,No,No,16,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,75.51,1272.27,No
C00002059,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.82,5553.22,Yes
C00002060,Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),131.6,9551.76,No
C00002061,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),84.69,38.73,No
C00002062,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.14,5328.65,No
C00002063,Female,0,Yes,No,48,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,108.29,5246.66,No
C00002064,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.47,6180.17,No
C00002065,Female,1,Yes,No,34,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,109.32,3681.63,No
C00002066,Male,0,Yes,Yes,22,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,61.23,1306.48,No
C00002067,Male,0,Yes,Yes,71,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,24.44,1985.62,No
C00002068,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.95,-3.43,No
C00002069,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),33.32,1411.76,No
C00002070,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,1076.88,No
C00002071,Female,1,Yes,No,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.17,2137.89,No
C00002072,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,18.0,159.32,No
C00002073,Male,1,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),18.0,722.49,No
C00002074,Male,1,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.76,3389.35,No
C00002075,Female,0,No,No,32,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,87.79,2417.56,No
C00002076,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),87.29,5626.17,No
C00002077,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),111.61,1216.81,No
C00002078,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,72.4,1834.41,No
C00002079,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),18.0,335.35,No
C00002080,Male,0,Yes,No,70,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.4,6223.78,No
C00002081,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.19,2511.84,No
C00002082,Male,0,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.13,6804.19,No
C00002083,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.71,402.35,No
C00002084,Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.1,2523.14,No
C00002085,Female,0,No,Yes,55,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,18.0,748.68,No
C00002086,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,58.15,3118.56,No
C00002087,Male,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,56.43,825.55,No
C00002088,Female,1,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.73,1220.82,No
C00002089,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.83,7346.39,No
C00002090,Female,1,No,Yes,15,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.03,1395.54,Yes
C00002091,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,92.59,2168.1,No
C00002092,Male,0,No,Yes,56,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.66,6214.48,Yes
C00002093,Male,0,No,Yes,20,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.63,1719.62,No
C00002094,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,18.0,-25.34,No
C00002095,Female,1,Yes,No,8,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,48.37,536.7,No
